"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Nordjylland;2020-08-19;F;6;0;0;627;15879;2774
Sjælland;2020-08-19;F;1;0;0;627;15880;2774
Syddanmark;2020-08-19;F;7;1;1;628;15887;2775
Hovedstaden;2020-08-19;M;23;0;1;628;15910;2776
Midtjylland;2020-08-19;M;15;0;1;628;15925;2777
Nordjylland;2020-08-19;M;2;0;0;628;15927;2777
Sjælland;2020-08-19;M;3;0;0;628;15930;2777
Syddanmark;2020-08-19;M;6;0;0;628;15936;2777
Hovedstaden;2020-08-20;F;10;0;1;628;15946;2778
Midtjylland;2020-08-20;F;15;0;1;628;15961;2779
Nordjylland;2020-08-20;F;1;0;0;628;15962;2779
Sjælland;2020-08-20;F;4;0;0;628;15966;2779
Syddanmark;2020-08-20;F;4;0;0;628;15970;2779
Hovedstaden;2020-08-20;M;14;0;0;628;15984;2779
Midtjylland;2020-08-20;M;16;0;1;628;16000;2780
Nordjylland;2020-08-20;M;3;0;0;628;16003;2780
Sjælland;2020-08-20;M;7;0;1;628;16010;2781
Syddanmark;2020-08-20;M;7;0;0;628;16017;2781
Hovedstaden;2020-08-21;F;6;0;0;628;16023;2781
Midtjylland;2020-08-21;F;14;0;1;628;16037;2782
Nordjylland;2020-08-21;F;4;0;1;628;16041;2783
Sjælland;2020-08-21;F;3;0;0;628;16044;2783
Syddanmark;2020-08-21;F;5;0;0;628;16049;2783
Hovedstaden;2020-08-21;M;23;0;0;628;16072;2783
Midtjylland;2020-08-21;M;13;0;0;628;16085;2783
Nordjylland;2020-08-21;M;3;0;0;628;16088;2783
Sjælland;2020-08-21;M;2;0;0;628;16090;2783
Syddanmark;2020-08-21;M;10;0;0;628;16100;2783
Hovedstaden;2020-08-22;F;18;0;0;628;16118;2783
Midtjylland;2020-08-22;F;17;0;0;628;16135;2783
Nordjylland;2020-08-22;F;4;0;0;628;16139;2783
Sjælland;2020-08-22;F;2;0;0;628;16141;2783
Syddanmark;2020-08-22;F;11;0;1;628;16152;2784
Hovedstaden;2020-08-22;M;11;0;0;628;16163;2784
Midtjylland;2020-08-22;M;12;0;0;628;16175;2784
Nordjylland;2020-08-22;M;2;0;1;628;16177;2785
Sjælland;2020-08-22;M;3;0;2;628;16180;2787
Syddanmark;2020-08-22;M;8;0;1;628;16188;2788
Hovedstaden;2020-08-23;F;11;0;0;628;16199;2788
Midtjylland;2020-08-23;F;13;0;0;628;16212;2788
Nordjylland;2020-08-23;F;6;0;0;628;16218;2788
Sjælland;2020-08-23;F;1;0;0;628;16219;2788
Syddanmark;2020-08-23;F;7;0;0;628;16226;2788
Hovedstaden;2020-08-23;M;12;0;1;628;16238;2789
Midtjylland;2020-08-23;M;10;0;0;628;16248;2789
Nordjylland;2020-08-23;M;2;1;1;629;16250;2790
Sjælland;2020-08-23;M;3;0;0;629;16253;2790
Syddanmark;2020-08-23;M;8;0;0;629;16261;2790
Hovedstaden;2020-08-24;F;11;0;1;629;16272;2791
Midtjylland;2020-08-24;F;15;0;0;629;16287;2791
Nordjylland;2020-08-24;F;3;0;0;629;16290;2791
Sjælland;2020-08-24;F;2;0;0;629;16292;2791
Syddanmark;2020-08-24;F;4;0;0;629;16296;2791
Hovedstaden;2020-08-24;M;14;0;2;629;16310;2793
Midtjylland;2020-08-24;M;14;0;2;629;16324;2795
Nordjylland;2020-08-24;M;3;0;0;629;16327;2795
Sjælland;2020-08-24;M;4;0;0;629;16331;2795
Syddanmark;2020-08-24;M;2;0;0;629;16333;2795
Hovedstaden;2020-08-25;F;12;0;1;629;16345;2796
Midtjylland;2020-08-25;F;10;0;0;629;16355;2796
Nordjylland;2020-08-25;F;4;0;0;629;16359;2796
Sjælland;2020-08-25;F;3;0;0;629;16362;2796
Syddanmark;2020-08-25;F;6;0;0;629;16368;2796
Hovedstaden;2020-08-25;M;24;0;0;629;16392;2796
Midtjylland;2020-08-25;M;12;0;1;629;16404;2797
Nordjylland;2020-08-25;M;5;0;0;629;16409;2797
Sjælland;2020-08-25;M;1;0;0;629;16410;2797
Syddanmark;2020-08-25;M;4;0;0;629;16414;2797
Hovedstaden;2020-08-26;F;20;0;1;629;16434;2798
Midtjylland;2020-08-26;F;9;0;0;629;16443;2798
Nordjylland;2020-08-26;F;1;0;0;629;16444;2798
Sjælland;2020-08-26;F;4;0;0;629;16448;2798
Syddanmark;2020-08-26;F;4;0;0;629;16452;2798
Hovedstaden;2020-08-26;M;16;0;0;629;16468;2798
Midtjylland;2020-08-26;M;11;0;0;629;16479;2798
Nordjylland;2020-08-26;M;3;0;1;629;16482;2799
Sjælland;2020-08-26;M;5;0;1;629;16487;2800
Syddanmark;2020-08-26;M;6;0;0;629;16493;2800
Hovedstaden;2020-08-27;F;7;0;0;629;16500;2800
Midtjylland;2020-08-27;F;10;0;0;629;16510;2800
Nordjylland;2020-08-27;F;1;0;0;629;16511;2800
Sjælland;2020-08-27;F;2;0;0;629;16513;2800
Syddanmark;2020-08-27;F;6;0;1;629;16519;2801
Hovedstaden;2020-08-27;M;16;0;1;629;16535;2802
Midtjylland;2020-08-27;M;10;0;0;629;16545;2802
Nordjylland;2020-08-27;M;3;0;0;629;16548;2802
Sjælland;2020-08-27;M;5;0;0;629;16553;2802
Syddanmark;2020-08-27;M;9;0;0;629;16562;2802
Hovedstaden;2020-08-28;F;18;0;0;629;16580;2802
Midtjylland;2020-08-28;F;13;0;1;629;16593;2803
Nordjylland;2020-08-28;F;4;0;1;629;16597;2804
Sjælland;2020-08-28;F;4;0;1;629;16601;2805
Syddanmark;2020-08-28;F;7;0;0;629;16608;2805
Hovedstaden;2020-08-28;M;24;0;1;629;16632;2806
Midtjylland;2020-08-28;M;12;0;0;629;16644;2806
Nordjylland;2020-08-28;M;5;0;1;629;16649;2807
Sjælland;2020-08-28;M;5;0;0;629;16654;2807
Syddanmark;2020-08-28;M;15;0;0;629;16669;2807
Hovedstaden;2020-08-29;F;15;0;1;629;16684;2808
Midtjylland;2020-08-29;F;6;0;0;629;16690;2808
Nordjylland;2020-08-29;F;5;0;0;629;16695;2808
Sjælland;2020-08-29;F;1;0;0;629;16696;2808
Syddanmark;2020-08-29;F;10;0;0;629;16706;2808
Hovedstaden;2020-08-29;M;22;0;2;629;16728;2810
Midtjylland;2020-08-29;M;12;0;1;629;16740;2811
Nordjylland;2020-08-29;M;6;0;0;629;16746;2811
Sjælland;2020-08-29;M;1;0;0;629;16747;2811
Syddanmark;2020-08-29;M;4;0;0;629;16751;2811
Hovedstaden;2020-08-30;F;23;0;4;629;16774;2815
Midtjylland;2020-08-30;F;11;0;1;629;16785;2816
Nordjylland;2020-08-30;F;3;0;0;629;16788;2816
Sjælland;2020-08-30;F;1;0;0;629;16789;2816
Syddanmark;2020-08-30;F;11;0;1;629;16800;2817
Hovedstaden;2020-08-30;M;27;0;1;629;16827;2818
Midtjylland;2020-08-30;M;12;0;0;629;16839;2818
Nordjylland;2020-08-30;M;3;0;0;629;16842;2818
Sjælland;2020-08-30;M;4;0;0;629;16846;2818
Syddanmark;2020-08-30;M;8;0;0;629;16854;2818
Hovedstaden;2020-08-31;F;30;0;0;629;16884;2818
Midtjylland;2020-08-31;F;10;0;0;629;16894;2818
Sjælland;2020-08-31;F;2;0;0;629;16896;2818
Syddanmark;2020-08-31;F;14;0;2;629;16910;2820
Hovedstaden;2020-08-31;M;36;0;0;629;16946;2820
Midtjylland;2020-08-31;M;8;0;1;629;16954;2821
Nordjylland;2020-08-31;M;3;0;0;629;16957;2821
Sjælland;2020-08-31;M;7;0;0;629;16964;2821
Syddanmark;2020-08-31;M;8;0;1;629;16972;2822
Hovedstaden;2020-09-01;F;39;0;1;629;17011;2823
Midtjylland;2020-09-01;F;19;0;0;629;17030;2823
Nordjylland;2020-09-01;F;3;0;0;629;17033;2823
Sjælland;2020-09-01;F;6;0;0;629;17039;2823
Syddanmark;2020-09-01;F;26;0;1;629;17065;2824
Hovedstaden;2020-09-01;M;52;0;1;629;17117;2825
Midtjylland;2020-09-01;M;14;0;0;629;17131;2825
Nordjylland;2020-09-01;M;4;0;0;629;17135;2825
Sjælland;2020-09-01;M;10;0;0;629;17145;2825
Syddanmark;2020-09-01;M;25;0;2;629;17170;2827
Hovedstaden;2020-09-02;F;37;0;3;629;17207;2830
Midtjylland;2020-09-02;F;6;0;0;629;17213;2830
Nordjylland;2020-09-02;F;2;0;0;629;17215;2830
Sjælland;2020-09-02;F;5;0;0;629;17220;2830
Syddanmark;2020-09-02;F;18;0;0;629;17238;2830
Hovedstaden;2020-09-02;M;48;0;8;629;17286;2838
Midtjylland;2020-09-02;M;11;0;1;629;17297;2839
Nordjylland;2020-09-02;M;1;0;0;629;17298;2839
Sjælland;2020-09-02;M;9;0;0;629;17307;2839
Syddanmark;2020-09-02;M;18;0;1;629;17325;2840
Hovedstaden;2020-09-03;F;53;0;3;629;17378;2843
Midtjylland;2020-09-03;F;10;0;1;629;17388;2844
Nordjylland;2020-09-03;F;4;0;0;629;17392;2844
Sjælland;2020-09-03;F;6;0;0;629;17398;2844
Syddanmark;2020-09-03;F;20;0;0;629;17418;2844
Hovedstaden;2020-09-03;M;62;0;3;629;17480;2847
Midtjylland;2020-09-03;M;6;0;1;629;17486;2848
Nordjylland;2020-09-03;M;7;0;0;629;17493;2848
Sjælland;2020-09-03;M;9;0;1;629;17502;2849
Syddanmark;2020-09-03;M;15;0;0;629;17517;2849
Hovedstaden;2020-09-04;F;68;1;3;630;17585;2852
Midtjylland;2020-09-04;F;10;0;0;630;17595;2852
Nordjylland;2020-09-04;F;8;0;0;630;17603;2852
Sjælland;2020-09-04;F;8;0;1;630;17611;2853
Syddanmark;2020-09-04;F;12;0;0;630;17623;2853
Hovedstaden;2020-09-04;M;46;1;1;631;17669;2854
Midtjylland;2020-09-04;M;11;0;2;631;17680;2856
Nordjylland;2020-09-04;M;7;0;1;631;17687;2857
Sjælland;2020-09-04;M;15;0;1;631;17702;2858
Syddanmark;2020-09-04;M;14;0;0;631;17716;2858
Hovedstaden;2020-09-05;F;49;0;3;631;17765;2861
Midtjylland;2020-09-05;F;8;0;0;631;17773;2861
Nordjylland;2020-09-05;F;4;0;2;631;17777;2863
Sjælland;2020-09-05;F;5;0;0;631;17782;2863
Syddanmark;2020-09-05;F;24;0;0;631;17806;2863
Hovedstaden;2020-09-05;M;54;0;1;631;17860;2864
Midtjylland;2020-09-05;M;6;0;1;631;17866;2865
Nordjylland;2020-09-05;M;8;0;0;631;17874;2865
Sjælland;2020-09-05;M;12;0;0;631;17886;2865
Syddanmark;2020-09-05;M;27;0;2;631;17913;2867
Hovedstaden;2020-09-06;F;89;1;2;632;18002;2869
Midtjylland;2020-09-06;F;13;0;1;632;18015;2870
Nordjylland;2020-09-06;F;7;0;0;632;18022;2870
Sjælland;2020-09-06;F;9;0;1;632;18031;2871
Syddanmark;2020-09-06;F;9;0;0;632;18040;2871
Hovedstaden;2020-09-06;M;62;0;3;632;18102;2874
Midtjylland;2020-09-06;M;5;0;1;632;18107;2875
Nordjylland;2020-09-06;M;9;0;1;632;18116;2876
Sjælland;2020-09-06;M;9;0;0;632;18125;2876
Syddanmark;2020-09-06;M;10;0;0;632;18135;2876
Hovedstaden;2020-09-07;F;79;0;3;632;18214;2879
Midtjylland;2020-09-07;F;14;0;2;632;18228;2881
Nordjylland;2020-09-07;F;16;0;2;632;18244;2883
Sjælland;2020-09-07;F;41;0;2;632;18285;2885
Syddanmark;2020-09-07;F;13;0;0;632;18298;2885
Hovedstaden;2020-09-07;M;79;1;3;633;18377;2888
Midtjylland;2020-09-07;M;6;0;0;633;18383;2888
Nordjylland;2020-09-07;M;11;0;0;633;18394;2888
Sjælland;2020-09-07;M;25;0;1;633;18419;2889
Syddanmark;2020-09-07;M;11;0;0;633;18430;2889
Hovedstaden;2020-09-08;F;75;0;3;633;18505;2892
Midtjylland;2020-09-08;F;26;0;3;633;18531;2895
Nordjylland;2020-09-08;F;11;0;1;633;18542;2896
Sjælland;2020-09-08;F;25;0;1;633;18567;2897
Syddanmark;2020-09-08;F;32;0;0;633;18599;2897
Hovedstaden;2020-09-08;M;82;0;2;633;18681;2899
Midtjylland;2020-09-08;M;15;0;0;633;18696;2899
Nordjylland;2020-09-08;M;13;1;1;634;18709;2900
Sjælland;2020-09-08;M;25;0;1;634;18734;2901
Syddanmark;2020-09-08;M;23;1;2;635;18757;2903
Hovedstaden;2020-09-09;F;67;0;3;635;18824;2906
Midtjylland;2020-09-09;F;16;0;1;635;18840;2907
Nordjylland;2020-09-09;F;14;0;0;635;18854;2907
Sjælland;2020-09-09;F;7;0;0;635;18861;2907
Syddanmark;2020-09-09;F;30;0;0;635;18891;2907
Hovedstaden;2020-09-09;M;89;1;5;636;18980;2912
Midtjylland;2020-09-09;M;12;0;1;636;18992;2913
Nordjylland;2020-09-09;M;15;0;0;636;19007;2913
Sjælland;2020-09-09;M;17;0;1;636;19024;2914
Syddanmark;2020-09-09;M;25;0;2;636;19049;2916
Hovedstaden;2020-09-10;F;101;2;5;638;19150;2921
Midtjylland;2020-09-10;F;8;0;0;638;19158;2921
Nordjylland;2020-09-10;F;18;0;0;638;19176;2921
Sjælland;2020-09-10;F;30;0;1;638;19206;2922
Syddanmark;2020-09-10;F;35;0;1;638;19241;2923
Hovedstaden;2020-09-10;M;96;2;8;640;19337;2931
Midtjylland;2020-09-10;M;20;0;0;640;19357;2931
Nordjylland;2020-09-10;M;19;1;1;641;19376;2932
Sjælland;2020-09-10;M;20;0;0;641;19396;2932
Syddanmark;2020-09-10;M;20;0;2;641;19416;2934
Hovedstaden;2020-09-11;F;93;1;3;642;19509;2937
Midtjylland;2020-09-11;F;28;0;0;642;19537;2937
Nordjylland;2020-09-11;F;21;0;1;642;19558;2938
Sjælland;2020-09-11;F;10;0;0;642;19568;2938
Syddanmark;2020-09-11;F;21;0;0;642;19589;2938
Hovedstaden;2020-09-11;M;76;0;4;642;19665;2942
Midtjylland;2020-09-11;M;43;0;5;642;19708;2947
Nordjylland;2020-09-11;M;22;0;0;642;19730;2947
Sjælland;2020-09-11;M;11;0;0;642;19741;2947
Syddanmark;2020-09-11;M;21;0;1;642;19762;2948
Hovedstaden;2020-09-12;F;89;0;3;642;19851;2951
Midtjylland;2020-09-12;F;14;0;1;642;19865;2952
Nordjylland;2020-09-12;F;12;0;0;642;19877;2952
Sjælland;2020-09-12;F;11;0;0;642;19888;2952
Syddanmark;2020-09-12;F;20;0;0;642;19908;2952
Hovedstaden;2020-09-12;M;85;2;4;644;19993;2956
Midtjylland;2020-09-12;M;15;0;1;644;20008;2957
Nordjylland;2020-09-12;M;19;1;1;645;20027;2958
Sjælland;2020-09-12;M;12;0;0;645;20039;2958
Syddanmark;2020-09-12;M;24;0;1;645;20063;2959
Hovedstaden;2020-09-13;F;82;0;6;645;20145;2965
Midtjylland;2020-09-13;F;7;0;0;645;20152;2965
Nordjylland;2020-09-13;F;19;0;0;645;20171;2965
Sjælland;2020-09-13;F;8;1;1;646;20179;2966
Syddanmark;2020-09-13;F;20;0;1;646;20199;2967
Hovedstaden;2020-09-13;M;87;1;4;647;20286;2971
Midtjylland;2020-09-13;M;9;0;0;647;20295;2971
Nordjylland;2020-09-13;M;23;0;3;647;20318;2974
Sjælland;2020-09-13;M;9;0;1;647;20327;2975
Syddanmark;2020-09-13;M;32;1;1;648;20359;2976
Hovedstaden;2020-09-14;F;114;0;3;648;20473;2979
Midtjylland;2020-09-14;F;18;0;0;648;20491;2979
Nordjylland;2020-09-14;F;19;0;1;648;20510;2980
Sjælland;2020-09-14;F;16;0;2;648;20526;2982
Syddanmark;2020-09-14;F;20;0;1;648;20546;2983
Hovedstaden;2020-09-14;M;108;0;5;648;20654;2988
Midtjylland;2020-09-14;M;18;0;1;648;20672;2989
Nordjylland;2020-09-14;M;29;1;3;649;20701;2992
Sjælland;2020-09-14;M;15;0;0;649;20716;2992
Syddanmark;2020-09-14;M;23;0;1;649;20739;2993
Hovedstaden;2020-09-15;F;136;0;7;649;20875;3000
Midtjylland;2020-09-15;F;22;0;3;649;20897;3003
Nordjylland;2020-09-15;F;32;0;2;649;20929;3005
Sjælland;2020-09-15;F;17;0;0;649;20946;3005
Syddanmark;2020-09-15;F;29;0;1;649;20975;3006
Hovedstaden;2020-09-15;M;104;0;4;649;21079;3010
Midtjylland;2020-09-15;M;25;0;3;649;21104;3013
Nordjylland;2020-09-15;M;29;0;1;649;21133;3014
Sjælland;2020-09-15;M;20;0;3;649;21153;3017
Syddanmark;2020-09-15;M;21;0;0;649;21174;3017
Hovedstaden;2020-09-16;F;150;2;12;651;21324;3029
Midtjylland;2020-09-16;F;29;0;2;651;21353;3031
Nordjylland;2020-09-16;F;38;0;0;651;21391;3031
Sjælland;2020-09-16;F;30;0;0;651;21421;3031
Syddanmark;2020-09-16;F;33;0;0;651;21454;3031
Hovedstaden;2020-09-16;M;157;1;7;652;21611;3038
Midtjylland;2020-09-16;M;34;0;2;652;21645;3040
Nordjylland;2020-09-16;M;28;1;2;653;21673;3042
Sjælland;2020-09-16;M;16;0;2;653;21689;3044
Syddanmark;2020-09-16;M;35;0;2;653;21724;3046
Hovedstaden;2020-09-17;F;142;1;5;654;21866;3051
Midtjylland;2020-09-17;F;32;0;1;654;21898;3052
Nordjylland;2020-09-17;F;13;0;1;654;21911;3053
Sjælland;2020-09-17;F;23;0;1;654;21934;3054
Syddanmark;2020-09-17;F;27;0;0;654;21961;3054
Hovedstaden;2020-09-17;M;170;0;5;654;22131;3059
Midtjylland;2020-09-17;M;29;0;0;654;22160;3059
Nordjylland;2020-09-17;M;24;1;4;655;22184;3063
Sjælland;2020-09-17;M;21;0;0;655;22205;3063
Syddanmark;2020-09-17;M;35;0;1;655;22240;3064
Hovedstaden;2020-09-18;F;133;1;6;656;22373;3070
Midtjylland;2020-09-18;F;37;0;1;656;22410;3071
Nordjylland;2020-09-18;F;21;0;1;656;22431;3072
Sjælland;2020-09-18;F;21;0;0;656;22452;3072
Syddanmark;2020-09-18;F;29;0;3;656;22481;3075
Hovedstaden;2020-09-18;M;127;0;5;656;22608;3080
Midtjylland;2020-09-18;M;32;0;1;656;22640;3081
Nordjylland;2020-09-18;M;25;0;1;656;22665;3082
Sjælland;2020-09-18;M;27;0;1;656;22692;3083
Syddanmark;2020-09-18;M;23;0;0;656;22715;3083
Hovedstaden;2020-09-19;F;114;1;7;657;22829;3090
Midtjylland;2020-09-19;F;23;0;1;657;22852;3091
Nordjylland;2020-09-19;F;14;0;1;657;22866;3092
Sjælland;2020-09-19;F;20;0;1;657;22886;3093
Syddanmark;2020-09-19;F;35;0;2;657;22921;3095
Hovedstaden;2020-09-19;M;114;0;3;657;23035;3098
Midtjylland;2020-09-19;M;26;0;0;657;23061;3098
Nordjylland;2020-09-19;M;17;0;2;657;23078;3100
Sjælland;2020-09-19;M;28;0;2;657;23106;3102
Syddanmark;2020-09-19;M;25;0;1;657;23131;3103
Hovedstaden;2020-09-20;F;105;2;5;659;23236;3108
Midtjylland;2020-09-20;F;21;0;1;659;23257;3109
Nordjylland;2020-09-20;F;24;0;1;659;23281;3110
Sjælland;2020-09-20;F;24;0;0;659;23305;3110
Syddanmark;2020-09-20;F;20;0;2;659;23325;3112
Hovedstaden;2020-09-20;M;122;0;5;659;23447;3117
Midtjylland;2020-09-20;M;30;0;1;659;23477;3118
Nordjylland;2020-09-20;M;18;0;1;659;23495;3119
Sjælland;2020-09-20;M;22;0;0;659;23517;3119
Syddanmark;2020-09-20;M;22;0;1;659;23539;3120
Hovedstaden;2020-09-21;F;136;0;7;659;23675;3127
Midtjylland;2020-09-21;F;42;0;2;659;23717;3129
Nordjylland;2020-09-21;F;22;0;1;659;23739;3130
Sjælland;2020-09-21;F;34;0;1;659;23773;3131
Syddanmark;2020-09-21;F;30;0;1;659;23803;3132
Hovedstaden;2020-09-21;M;161;0;2;659;23964;3134
Midtjylland;2020-09-21;M;23;0;0;659;23987;3134
Nordjylland;2020-09-21;M;36;0;0;659;24023;3134
Sjælland;2020-09-21;M;22;0;1;659;24045;3135
Syddanmark;2020-09-21;M;28;0;0;659;24073;3135
Hovedstaden;2020-09-22;F;153;1;6;660;24226;3141
Midtjylland;2020-09-22;F;50;0;0;660;24276;3141
Nordjylland;2020-09-22;F;21;0;0;660;24297;3141
Sjælland;2020-09-22;F;29;0;0;660;24326;3141
Syddanmark;2020-09-22;F;33;0;1;660;24359;3142
Hovedstaden;2020-09-22;M;147;2;7;662;24506;3149
Midtjylland;2020-09-22;M;43;0;1;662;24549;3150
Nordjylland;2020-09-22;M;32;0;0;662;24581;3150
Sjælland;2020-09-22;M;39;0;2;662;24620;3152
Syddanmark;2020-09-22;M;38;1;3;663;24658;3155
Hovedstaden;2020-09-23;F;143;1;6;664;24801;3161
Midtjylland;2020-09-23;F;52;0;2;664;24853;3163
Nordjylland;2020-09-23;F;24;0;0;664;24877;3163
Sjælland;2020-09-23;F;49;0;2;664;24926;3165
Syddanmark;2020-09-23;F;39;0;1;664;24965;3166
Hovedstaden;2020-09-23;M;154;0;4;664;25119;3170
Midtjylland;2020-09-23;M;72;0;4;664;25191;3174
Nordjylland;2020-09-23;M;25;0;1;664;25216;3175
Sjælland;2020-09-23;M;46;2;5;666;25262;3180
Syddanmark;2020-09-23;M;45;0;1;666;25307;3181
Hovedstaden;2020-09-24;F;140;0;3;666;25447;3184
Midtjylland;2020-09-24;F;58;0;3;666;25505;3187
Nordjylland;2020-09-24;F;20;0;0;666;25525;3187
Sjælland;2020-09-24;F;41;0;1;666;25566;3188
Syddanmark;2020-09-24;F;43;0;4;666;25609;3192
Hovedstaden;2020-09-24;M;146;1;7;667;25755;3199
Midtjylland;2020-09-24;M;55;1;0;668;25810;3199
Nordjylland;2020-09-24;M;18;0;0;668;25828;3199
Sjælland;2020-09-24;M;40;0;2;668;25868;3201
Syddanmark;2020-09-24;M;37;0;5;668;25905;3206
Hovedstaden;2020-09-25;F;103;0;6;668;26008;3212
Midtjylland;2020-09-25;F;52;0;2;668;26060;3214
Nordjylland;2020-09-25;F;13;0;1;668;26073;3215
Sjælland;2020-09-25;F;31;0;2;668;26104;3217
Syddanmark;2020-09-25;F;40;0;0;668;26144;3217
Hovedstaden;2020-09-25;M;104;1;4;669;26248;3221
Midtjylland;2020-09-25;M;52;0;2;669;26300;3223
Nordjylland;2020-09-25;M;27;0;0;669;26327;3223
Sjælland;2020-09-25;M;34;0;2;669;26361;3225
Syddanmark;2020-09-25;M;32;0;1;669;26393;3226
Hovedstaden;2020-09-26;F;84;0;3;669;26477;3229
Midtjylland;2020-09-26;F;50;0;1;669;26527;3230
Nordjylland;2020-09-26;F;15;0;1;669;26542;3231
Sjælland;2020-09-26;F;29;0;2;669;26571;3233
Syddanmark;2020-09-26;F;18;0;1;669;26589;3234
Hovedstaden;2020-09-26;M;94;0;2;669;26683;3236
Midtjylland;2020-09-26;M;42;0;1;669;26725;3237
Nordjylland;2020-09-26;M;17;0;0;669;26742;3237
Sjælland;2020-09-26;M;24;0;2;669;26766;3239
Syddanmark;2020-09-26;M;20;0;0;669;26786;3239
Hovedstaden;2020-09-27;F;102;0;2;669;26888;3241
Midtjylland;2020-09-27;F;47;0;1;669;26935;3242
Nordjylland;2020-09-27;F;9;0;1;669;26944;3243
Sjælland;2020-09-27;F;23;0;0;669;26967;3243
Syddanmark;2020-09-27;F;14;0;0;669;26981;3243
Hovedstaden;2020-09-27;M;80;0;4;669;27061;3247
Midtjylland;2020-09-27;M;32;0;3;669;27093;3250
Nordjylland;2020-09-27;M;13;1;2;670;27106;3252
Sjælland;2020-09-27;M;16;0;0;670;27122;3252
Syddanmark;2020-09-27;M;21;0;0;670;27143;3252
Hovedstaden;2020-09-28;F;118;0;5;670;27261;3257
Midtjylland;2020-09-28;F;52;0;1;670;27313;3258
Nordjylland;2020-09-28;F;15;0;0;670;27328;3258
Sjælland;2020-09-28;F;28;0;0;670;27356;3258
Syddanmark;2020-09-28;F;33;0;2;670;27389;3260
Hovedstaden;2020-09-28;M;94;1;3;671;27483;3263
Midtjylland;2020-09-28;M;57;0;3;671;27540;3266
Nordjylland;2020-09-28;M;24;0;0;671;27564;3266
Sjælland;2020-09-28;M;34;0;1;671;27598;3267
Syddanmark;2020-09-28;M;26;0;2;671;27624;3269
Hovedstaden;2020-09-29;F;100;0;4;671;27724;3273
Midtjylland;2020-09-29;F;56;0;4;671;27780;3277
Nordjylland;2020-09-29;F;17;0;0;671;27797;3277
Sjælland;2020-09-29;F;28;0;0;671;27825;3277
Syddanmark;2020-09-29;F;27;1;1;672;27852;3278
Hovedstaden;2020-09-29;M;90;0;3;672;27942;3281
Midtjylland;2020-09-29;M;51;1;2;673;27993;3283
Nordjylland;2020-09-29;M;27;0;2;673;28020;3285
Sjælland;2020-09-29;M;24;0;1;673;28044;3286
Syddanmark;2020-09-29;M;29;0;1;673;28073;3287
Hovedstaden;2020-09-30;F;97;0;3;673;28170;3290
Midtjylland;2020-09-30;F;46;0;0;673;28216;3290
Nordjylland;2020-09-30;F;13;0;1;673;28229;3291
Sjælland;2020-09-30;F;28;0;3;673;28257;3294
Syddanmark;2020-09-30;F;20;0;1;673;28277;3295
Hovedstaden;2020-09-30;M;78;0;3;673;28355;3298
Midtjylland;2020-09-30;M;49;0;1;673;28404;3299
Nordjylland;2020-09-30;M;26;0;0;673;28430;3299
Sjælland;2020-09-30;M;31;0;0;673;28461;3299
Syddanmark;2020-09-30;M;46;0;1;673;28507;3300
Hovedstaden;2020-10-01;F;90;0;3;673;28597;3303
Midtjylland;2020-10-01;F;54;0;1;673;28651;3304
Nordjylland;2020-10-01;F;20;2;2;675;28671;3306
Sjælland;2020-10-01;F;30;0;0;675;28701;3306
Syddanmark;2020-10-01;F;25;1;0;676;28726;3306
Hovedstaden;2020-10-01;M;74;0;3;676;28800;3309
Midtjylland;2020-10-01;M;54;1;3;677;28854;3312
Nordjylland;2020-10-01;M;21;1;2;678;28875;3314
Sjælland;2020-10-01;M;26;0;0;678;28901;3314
Syddanmark;2020-10-01;M;33;0;2;678;28934;3316
Hovedstaden;2020-10-02;F;74;0;3;678;29008;3319
Midtjylland;2020-10-02;F;39;0;2;678;29047;3321
Nordjylland;2020-10-02;F;19;0;1;678;29066;3322
Sjælland;2020-10-02;F;21;0;0;678;29087;3322
Syddanmark;2020-10-02;F;20;0;0;678;29107;3322
Hovedstaden;2020-10-02;M;67;0;3;678;29174;3325
Midtjylland;2020-10-02;M;62;1;3;679;29236;3328
Nordjylland;2020-10-02;M;17;0;1;679;29253;3329
Sjælland;2020-10-02;M;20;0;1;679;29273;3330
Syddanmark;2020-10-02;M;27;0;0;679;29300;3330
Hovedstaden;2020-10-03;F;79;0;3;679;29379;3333
Midtjylland;2020-10-03;F;27;0;1;679;29406;3334
Nordjylland;2020-10-03;F;12;0;0;679;29418;3334
Sjælland;2020-10-03;F;17;0;0;679;29435;3334
Syddanmark;2020-10-03;F;29;0;0;679;29464;3334
Hovedstaden;2020-10-03;M;67;0;0;679;29531;3334
Midtjylland;2020-10-03;M;43;0;3;679;29574;3337
Nordjylland;2020-10-03;M;19;0;0;679;29593;3337
Sjælland;2020-10-03;M;15;0;0;679;29608;3337
Syddanmark;2020-10-03;M;30;0;0;679;29638;3337
Hovedstaden;2020-10-04;F;63;0;6;679;29701;3343
Midtjylland;2020-10-04;F;29;0;1;679;29730;3344
Nordjylland;2020-10-04;F;11;0;0;679;29741;3344
Sjælland;2020-10-04;F;13;0;0;679;29754;3344
Syddanmark;2020-10-04;F;21;1;0;680;29775;3344
Hovedstaden;2020-10-04;M;83;0;3;680;29858;3347
