"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Hovedstaden;2020-08-24;M;14;0;2;629;16310;2793
Midtjylland;2020-08-24;M;14;0;2;629;16324;2795
Nordjylland;2020-08-24;M;3;0;0;629;16327;2795
Sjælland;2020-08-24;M;4;0;0;629;16331;2795
Syddanmark;2020-08-24;M;2;0;0;629;16333;2795
Hovedstaden;2020-08-25;F;12;0;1;629;16345;2796
Midtjylland;2020-08-25;F;10;0;0;629;16355;2796
Nordjylland;2020-08-25;F;4;0;0;629;16359;2796
Sjælland;2020-08-25;F;3;0;0;629;16362;2796
Syddanmark;2020-08-25;F;6;0;0;629;16368;2796
Hovedstaden;2020-08-25;M;24;0;0;629;16392;2796
Midtjylland;2020-08-25;M;12;0;1;629;16404;2797
Nordjylland;2020-08-25;M;5;0;0;629;16409;2797
Sjælland;2020-08-25;M;1;0;0;629;16410;2797
Syddanmark;2020-08-25;M;4;0;0;629;16414;2797
Hovedstaden;2020-08-26;F;20;0;1;629;16434;2798
Midtjylland;2020-08-26;F;9;0;0;629;16443;2798
Nordjylland;2020-08-26;F;1;0;0;629;16444;2798
Sjælland;2020-08-26;F;4;0;0;629;16448;2798
Syddanmark;2020-08-26;F;4;0;0;629;16452;2798
Hovedstaden;2020-08-26;M;16;0;0;629;16468;2798
Midtjylland;2020-08-26;M;11;0;0;629;16479;2798
Nordjylland;2020-08-26;M;3;0;1;629;16482;2799
Sjælland;2020-08-26;M;5;0;1;629;16487;2800
Syddanmark;2020-08-26;M;6;0;0;629;16493;2800
Hovedstaden;2020-08-27;F;7;0;0;629;16500;2800
Midtjylland;2020-08-27;F;10;0;0;629;16510;2800
Nordjylland;2020-08-27;F;1;0;0;629;16511;2800
Sjælland;2020-08-27;F;2;0;0;629;16513;2800
Syddanmark;2020-08-27;F;6;0;1;629;16519;2801
Hovedstaden;2020-08-27;M;16;0;1;629;16535;2802
Midtjylland;2020-08-27;M;10;0;0;629;16545;2802
Nordjylland;2020-08-27;M;3;0;0;629;16548;2802
Sjælland;2020-08-27;M;5;0;0;629;16553;2802
Syddanmark;2020-08-27;M;9;0;0;629;16562;2802
Hovedstaden;2020-08-28;F;18;0;0;629;16580;2802
Midtjylland;2020-08-28;F;13;0;1;629;16593;2803
Nordjylland;2020-08-28;F;4;0;1;629;16597;2804
Sjælland;2020-08-28;F;4;0;1;629;16601;2805
Syddanmark;2020-08-28;F;7;0;0;629;16608;2805
Hovedstaden;2020-08-28;M;24;0;1;629;16632;2806
Midtjylland;2020-08-28;M;12;0;0;629;16644;2806
Nordjylland;2020-08-28;M;5;0;1;629;16649;2807
Sjælland;2020-08-28;M;5;0;0;629;16654;2807
Syddanmark;2020-08-28;M;15;0;0;629;16669;2807
Hovedstaden;2020-08-29;F;15;0;1;629;16684;2808
Midtjylland;2020-08-29;F;6;0;0;629;16690;2808
Nordjylland;2020-08-29;F;5;0;0;629;16695;2808
Sjælland;2020-08-29;F;1;0;0;629;16696;2808
Syddanmark;2020-08-29;F;10;0;0;629;16706;2808
Hovedstaden;2020-08-29;M;22;0;2;629;16728;2810
Midtjylland;2020-08-29;M;12;0;1;629;16740;2811
Nordjylland;2020-08-29;M;6;0;0;629;16746;2811
Sjælland;2020-08-29;M;1;0;0;629;16747;2811
Syddanmark;2020-08-29;M;4;0;0;629;16751;2811
Hovedstaden;2020-08-30;F;23;0;4;629;16774;2815
Midtjylland;2020-08-30;F;11;0;1;629;16785;2816
Nordjylland;2020-08-30;F;3;0;0;629;16788;2816
Sjælland;2020-08-30;F;1;0;0;629;16789;2816
Syddanmark;2020-08-30;F;11;0;1;629;16800;2817
Hovedstaden;2020-08-30;M;27;0;1;629;16827;2818
Midtjylland;2020-08-30;M;12;0;0;629;16839;2818
Nordjylland;2020-08-30;M;3;0;0;629;16842;2818
Sjælland;2020-08-30;M;4;0;0;629;16846;2818
Syddanmark;2020-08-30;M;8;0;0;629;16854;2818
Hovedstaden;2020-08-31;F;30;0;0;629;16884;2818
Midtjylland;2020-08-31;F;10;0;0;629;16894;2818
Sjælland;2020-08-31;F;2;0;0;629;16896;2818
Syddanmark;2020-08-31;F;14;0;2;629;16910;2820
Hovedstaden;2020-08-31;M;36;0;0;629;16946;2820
Midtjylland;2020-08-31;M;8;0;1;629;16954;2821
Nordjylland;2020-08-31;M;3;0;0;629;16957;2821
Sjælland;2020-08-31;M;7;0;0;629;16964;2821
Syddanmark;2020-08-31;M;8;0;1;629;16972;2822
Hovedstaden;2020-09-01;F;39;0;1;629;17011;2823
Midtjylland;2020-09-01;F;19;0;0;629;17030;2823
Nordjylland;2020-09-01;F;3;0;0;629;17033;2823
Sjælland;2020-09-01;F;6;0;0;629;17039;2823
Syddanmark;2020-09-01;F;26;0;1;629;17065;2824
Hovedstaden;2020-09-01;M;52;0;1;629;17117;2825
Midtjylland;2020-09-01;M;14;0;0;629;17131;2825
Nordjylland;2020-09-01;M;4;0;0;629;17135;2825
Sjælland;2020-09-01;M;10;0;0;629;17145;2825
Syddanmark;2020-09-01;M;25;0;2;629;17170;2827
Hovedstaden;2020-09-02;F;37;0;3;629;17207;2830
Midtjylland;2020-09-02;F;6;0;0;629;17213;2830
Nordjylland;2020-09-02;F;2;0;0;629;17215;2830
Sjælland;2020-09-02;F;5;0;0;629;17220;2830
Syddanmark;2020-09-02;F;18;0;0;629;17238;2830
Hovedstaden;2020-09-02;M;48;0;8;629;17286;2838
Midtjylland;2020-09-02;M;11;0;1;629;17297;2839
Nordjylland;2020-09-02;M;1;0;0;629;17298;2839
Sjælland;2020-09-02;M;9;0;0;629;17307;2839
Syddanmark;2020-09-02;M;18;0;1;629;17325;2840
Hovedstaden;2020-09-03;F;53;0;3;629;17378;2843
Midtjylland;2020-09-03;F;10;0;1;629;17388;2844
Nordjylland;2020-09-03;F;4;0;0;629;17392;2844
Sjælland;2020-09-03;F;6;0;0;629;17398;2844
Syddanmark;2020-09-03;F;20;0;0;629;17418;2844
Hovedstaden;2020-09-03;M;62;0;3;629;17480;2847
Midtjylland;2020-09-03;M;6;0;1;629;17486;2848
Nordjylland;2020-09-03;M;7;0;0;629;17493;2848
Sjælland;2020-09-03;M;9;0;1;629;17502;2849
Syddanmark;2020-09-03;M;15;0;0;629;17517;2849
Hovedstaden;2020-09-04;F;68;1;3;630;17585;2852
Midtjylland;2020-09-04;F;10;0;0;630;17595;2852
Nordjylland;2020-09-04;F;8;0;0;630;17603;2852
Sjælland;2020-09-04;F;8;0;1;630;17611;2853
Syddanmark;2020-09-04;F;12;0;0;630;17623;2853
Hovedstaden;2020-09-04;M;46;1;1;631;17669;2854
Midtjylland;2020-09-04;M;11;0;2;631;17680;2856
Nordjylland;2020-09-04;M;7;0;1;631;17687;2857
Sjælland;2020-09-04;M;15;0;1;631;17702;2858
Syddanmark;2020-09-04;M;14;0;0;631;17716;2858
Hovedstaden;2020-09-05;F;49;0;3;631;17765;2861
Midtjylland;2020-09-05;F;8;0;0;631;17773;2861
Nordjylland;2020-09-05;F;4;0;2;631;17777;2863
Sjælland;2020-09-05;F;5;0;0;631;17782;2863
Syddanmark;2020-09-05;F;24;0;0;631;17806;2863
Hovedstaden;2020-09-05;M;54;0;1;631;17860;2864
Midtjylland;2020-09-05;M;6;0;1;631;17866;2865
Nordjylland;2020-09-05;M;8;0;0;631;17874;2865
Sjælland;2020-09-05;M;12;0;0;631;17886;2865
Syddanmark;2020-09-05;M;27;0;2;631;17913;2867
Hovedstaden;2020-09-06;F;89;1;2;632;18002;2869
Midtjylland;2020-09-06;F;13;0;1;632;18015;2870
Nordjylland;2020-09-06;F;7;0;0;632;18022;2870
Sjælland;2020-09-06;F;9;0;1;632;18031;2871
Syddanmark;2020-09-06;F;9;0;0;632;18040;2871
Hovedstaden;2020-09-06;M;62;0;3;632;18102;2874
Midtjylland;2020-09-06;M;5;0;1;632;18107;2875
Nordjylland;2020-09-06;M;9;0;1;632;18116;2876
Sjælland;2020-09-06;M;9;0;0;632;18125;2876
Syddanmark;2020-09-06;M;10;0;0;632;18135;2876
Hovedstaden;2020-09-07;F;79;0;3;632;18214;2879
Midtjylland;2020-09-07;F;14;0;2;632;18228;2881
Nordjylland;2020-09-07;F;16;0;2;632;18244;2883
Sjælland;2020-09-07;F;41;0;2;632;18285;2885
Syddanmark;2020-09-07;F;13;0;0;632;18298;2885
Hovedstaden;2020-09-07;M;79;1;3;633;18377;2888
Midtjylland;2020-09-07;M;6;0;0;633;18383;2888
Nordjylland;2020-09-07;M;11;0;0;633;18394;2888
Sjælland;2020-09-07;M;25;0;1;633;18419;2889
Syddanmark;2020-09-07;M;11;0;0;633;18430;2889
Hovedstaden;2020-09-08;F;75;0;3;633;18505;2892
Midtjylland;2020-09-08;F;26;0;3;633;18531;2895
Nordjylland;2020-09-08;F;11;0;1;633;18542;2896
Sjælland;2020-09-08;F;25;0;1;633;18567;2897
Syddanmark;2020-09-08;F;32;0;0;633;18599;2897
Hovedstaden;2020-09-08;M;82;0;2;633;18681;2899
Midtjylland;2020-09-08;M;15;0;0;633;18696;2899
Nordjylland;2020-09-08;M;13;1;1;634;18709;2900
Sjælland;2020-09-08;M;25;0;1;634;18734;2901
Syddanmark;2020-09-08;M;23;1;2;635;18757;2903
Hovedstaden;2020-09-09;F;67;0;3;635;18824;2906
Midtjylland;2020-09-09;F;16;0;1;635;18840;2907
Nordjylland;2020-09-09;F;14;0;0;635;18854;2907
Sjælland;2020-09-09;F;7;0;0;635;18861;2907
Syddanmark;2020-09-09;F;30;0;0;635;18891;2907
Hovedstaden;2020-09-09;M;89;1;5;636;18980;2912
Midtjylland;2020-09-09;M;12;0;1;636;18992;2913
Nordjylland;2020-09-09;M;15;0;0;636;19007;2913
Sjælland;2020-09-09;M;17;0;1;636;19024;2914
Syddanmark;2020-09-09;M;25;0;2;636;19049;2916
Hovedstaden;2020-09-10;F;101;2;5;638;19150;2921
Midtjylland;2020-09-10;F;8;0;0;638;19158;2921
Nordjylland;2020-09-10;F;18;0;0;638;19176;2921
Sjælland;2020-09-10;F;30;0;1;638;19206;2922
Syddanmark;2020-09-10;F;35;0;1;638;19241;2923
Hovedstaden;2020-09-10;M;96;2;8;640;19337;2931
Midtjylland;2020-09-10;M;20;0;0;640;19357;2931
Nordjylland;2020-09-10;M;19;1;1;641;19376;2932
Sjælland;2020-09-10;M;20;0;0;641;19396;2932
Syddanmark;2020-09-10;M;20;0;2;641;19416;2934
Hovedstaden;2020-09-11;F;93;1;3;642;19509;2937
Midtjylland;2020-09-11;F;28;0;0;642;19537;2937
Nordjylland;2020-09-11;F;21;0;1;642;19558;2938
Sjælland;2020-09-11;F;10;0;0;642;19568;2938
Syddanmark;2020-09-11;F;21;0;0;642;19589;2938
Hovedstaden;2020-09-11;M;76;0;4;642;19665;2942
Midtjylland;2020-09-11;M;43;0;5;642;19708;2947
Nordjylland;2020-09-11;M;22;0;0;642;19730;2947
Sjælland;2020-09-11;M;11;0;0;642;19741;2947
Syddanmark;2020-09-11;M;21;0;1;642;19762;2948
Hovedstaden;2020-09-12;F;89;0;3;642;19851;2951
Midtjylland;2020-09-12;F;14;0;1;642;19865;2952
Nordjylland;2020-09-12;F;12;0;0;642;19877;2952
Sjælland;2020-09-12;F;11;0;0;642;19888;2952
Syddanmark;2020-09-12;F;20;0;0;642;19908;2952
Hovedstaden;2020-09-12;M;85;2;4;644;19993;2956
Midtjylland;2020-09-12;M;15;0;1;644;20008;2957
Nordjylland;2020-09-12;M;19;1;1;645;20027;2958
Sjælland;2020-09-12;M;12;0;0;645;20039;2958
Syddanmark;2020-09-12;M;24;0;1;645;20063;2959
Hovedstaden;2020-09-13;F;82;0;6;645;20145;2965
Midtjylland;2020-09-13;F;7;0;0;645;20152;2965
Nordjylland;2020-09-13;F;19;0;0;645;20171;2965
Sjælland;2020-09-13;F;8;1;1;646;20179;2966
Syddanmark;2020-09-13;F;20;0;1;646;20199;2967
Hovedstaden;2020-09-13;M;87;1;4;647;20286;2971
Midtjylland;2020-09-13;M;9;0;0;647;20295;2971
Nordjylland;2020-09-13;M;23;0;3;647;20318;2974
Sjælland;2020-09-13;M;9;0;1;647;20327;2975
Syddanmark;2020-09-13;M;32;1;1;648;20359;2976
Hovedstaden;2020-09-14;F;114;0;3;648;20473;2979
Midtjylland;2020-09-14;F;18;0;0;648;20491;2979
Nordjylland;2020-09-14;F;19;0;1;648;20510;2980
Sjælland;2020-09-14;F;16;0;2;648;20526;2982
Syddanmark;2020-09-14;F;20;0;1;648;20546;2983
Hovedstaden;2020-09-14;M;108;0;5;648;20654;2988
Midtjylland;2020-09-14;M;18;0;1;648;20672;2989
Nordjylland;2020-09-14;M;29;1;3;649;20701;2992
Sjælland;2020-09-14;M;15;0;0;649;20716;2992
Syddanmark;2020-09-14;M;23;0;1;649;20739;2993
Hovedstaden;2020-09-15;F;136;0;7;649;20875;3000
Midtjylland;2020-09-15;F;22;0;3;649;20897;3003
Nordjylland;2020-09-15;F;32;0;2;649;20929;3005
Sjælland;2020-09-15;F;17;0;0;649;20946;3005
Syddanmark;2020-09-15;F;29;0;1;649;20975;3006
Hovedstaden;2020-09-15;M;104;0;4;649;21079;3010
Midtjylland;2020-09-15;M;25;0;3;649;21104;3013
Nordjylland;2020-09-15;M;29;0;1;649;21133;3014
Sjælland;2020-09-15;M;20;0;3;649;21153;3017
Syddanmark;2020-09-15;M;21;0;0;649;21174;3017
Hovedstaden;2020-09-16;F;150;2;12;651;21324;3029
Midtjylland;2020-09-16;F;29;0;2;651;21353;3031
Nordjylland;2020-09-16;F;38;0;0;651;21391;3031
Sjælland;2020-09-16;F;30;0;0;651;21421;3031
Syddanmark;2020-09-16;F;33;0;0;651;21454;3031
Hovedstaden;2020-09-16;M;157;1;7;652;21611;3038
Midtjylland;2020-09-16;M;34;0;2;652;21645;3040
Nordjylland;2020-09-16;M;28;1;2;653;21673;3042
Sjælland;2020-09-16;M;16;0;2;653;21689;3044
Syddanmark;2020-09-16;M;35;0;2;653;21724;3046
Hovedstaden;2020-09-17;F;142;1;5;654;21866;3051
Midtjylland;2020-09-17;F;32;0;1;654;21898;3052
Nordjylland;2020-09-17;F;13;0;1;654;21911;3053
Sjælland;2020-09-17;F;23;0;1;654;21934;3054
Syddanmark;2020-09-17;F;27;0;0;654;21961;3054
Hovedstaden;2020-09-17;M;170;0;5;654;22131;3059
Midtjylland;2020-09-17;M;29;0;0;654;22160;3059
Nordjylland;2020-09-17;M;24;1;4;655;22184;3063
Sjælland;2020-09-17;M;21;0;0;655;22205;3063
Syddanmark;2020-09-17;M;35;0;1;655;22240;3064
Hovedstaden;2020-09-18;F;133;1;6;656;22373;3070
Midtjylland;2020-09-18;F;37;0;1;656;22410;3071
Nordjylland;2020-09-18;F;21;0;1;656;22431;3072
Sjælland;2020-09-18;F;21;0;0;656;22452;3072
Syddanmark;2020-09-18;F;29;0;3;656;22481;3075
Hovedstaden;2020-09-18;M;127;0;5;656;22608;3080
Midtjylland;2020-09-18;M;32;0;1;656;22640;3081
Nordjylland;2020-09-18;M;25;0;1;656;22665;3082
Sjælland;2020-09-18;M;27;0;1;656;22692;3083
Syddanmark;2020-09-18;M;23;0;0;656;22715;3083
Hovedstaden;2020-09-19;F;114;1;7;657;22829;3090
Midtjylland;2020-09-19;F;23;0;1;657;22852;3091
Nordjylland;2020-09-19;F;14;0;1;657;22866;3092
Sjælland;2020-09-19;F;20;0;1;657;22886;3093
Syddanmark;2020-09-19;F;35;0;2;657;22921;3095
Hovedstaden;2020-09-19;M;113;0;3;657;23034;3098
Midtjylland;2020-09-19;M;26;0;0;657;23060;3098
Nordjylland;2020-09-19;M;17;0;2;657;23077;3100
Sjælland;2020-09-19;M;28;0;2;657;23105;3102
Syddanmark;2020-09-19;M;25;0;1;657;23130;3103
Hovedstaden;2020-09-20;F;105;2;5;659;23235;3108
Midtjylland;2020-09-20;F;21;0;1;659;23256;3109
Nordjylland;2020-09-20;F;24;0;1;659;23280;3110
Sjælland;2020-09-20;F;24;0;0;659;23304;3110
Syddanmark;2020-09-20;F;20;0;2;659;23324;3112
Hovedstaden;2020-09-20;M;122;0;5;659;23446;3117
Midtjylland;2020-09-20;M;30;0;1;659;23476;3118
Nordjylland;2020-09-20;M;18;0;1;659;23494;3119
Sjælland;2020-09-20;M;22;0;0;659;23516;3119
Syddanmark;2020-09-20;M;22;0;1;659;23538;3120
Hovedstaden;2020-09-21;F;136;0;7;659;23674;3127
Midtjylland;2020-09-21;F;42;0;2;659;23716;3129
Nordjylland;2020-09-21;F;22;0;1;659;23738;3130
Sjælland;2020-09-21;F;34;0;1;659;23772;3131
Syddanmark;2020-09-21;F;30;0;1;659;23802;3132
Hovedstaden;2020-09-21;M;161;0;2;659;23963;3134
Midtjylland;2020-09-21;M;23;0;0;659;23986;3134
Nordjylland;2020-09-21;M;36;0;0;659;24022;3134
Sjælland;2020-09-21;M;22;0;1;659;24044;3135
Syddanmark;2020-09-21;M;28;0;0;659;24072;3135
Hovedstaden;2020-09-22;F;153;1;6;660;24225;3141
Midtjylland;2020-09-22;F;50;0;0;660;24275;3141
Nordjylland;2020-09-22;F;21;0;0;660;24296;3141
Sjælland;2020-09-22;F;29;0;0;660;24325;3141
Syddanmark;2020-09-22;F;33;0;1;660;24358;3142
Hovedstaden;2020-09-22;M;147;2;7;662;24505;3149
Midtjylland;2020-09-22;M;43;0;1;662;24548;3150
Nordjylland;2020-09-22;M;32;0;0;662;24580;3150
Sjælland;2020-09-22;M;39;0;2;662;24619;3152
Syddanmark;2020-09-22;M;38;1;3;663;24657;3155
Hovedstaden;2020-09-23;F;144;1;6;664;24801;3161
Midtjylland;2020-09-23;F;52;0;2;664;24853;3163
Nordjylland;2020-09-23;F;24;0;0;664;24877;3163
Sjælland;2020-09-23;F;49;0;2;664;24926;3165
Syddanmark;2020-09-23;F;39;0;1;664;24965;3166
Hovedstaden;2020-09-23;M;155;0;4;664;25120;3170
Midtjylland;2020-09-23;M;72;0;4;664;25192;3174
Nordjylland;2020-09-23;M;25;0;1;664;25217;3175
Sjælland;2020-09-23;M;46;2;5;666;25263;3180
Syddanmark;2020-09-23;M;45;0;1;666;25308;3181
Hovedstaden;2020-09-24;F;140;0;3;666;25448;3184
Midtjylland;2020-09-24;F;58;0;3;666;25506;3187
Nordjylland;2020-09-24;F;20;0;0;666;25526;3187
Sjælland;2020-09-24;F;41;0;1;666;25567;3188
Syddanmark;2020-09-24;F;43;0;4;666;25610;3192
Hovedstaden;2020-09-24;M;146;1;7;667;25756;3199
Midtjylland;2020-09-24;M;55;1;0;668;25811;3199
Nordjylland;2020-09-24;M;18;0;0;668;25829;3199
Sjælland;2020-09-24;M;40;0;2;668;25869;3201
Syddanmark;2020-09-24;M;37;0;5;668;25906;3206
Hovedstaden;2020-09-25;F;103;0;6;668;26009;3212
Midtjylland;2020-09-25;F;52;0;2;668;26061;3214
Nordjylland;2020-09-25;F;13;0;1;668;26074;3215
Sjælland;2020-09-25;F;31;0;2;668;26105;3217
Syddanmark;2020-09-25;F;40;0;0;668;26145;3217
Hovedstaden;2020-09-25;M;104;1;4;669;26249;3221
Midtjylland;2020-09-25;M;52;0;2;669;26301;3223
Nordjylland;2020-09-25;M;27;0;0;669;26328;3223
Sjælland;2020-09-25;M;34;0;2;669;26362;3225
Syddanmark;2020-09-25;M;32;0;1;669;26394;3226
Hovedstaden;2020-09-26;F;84;0;3;669;26478;3229
Midtjylland;2020-09-26;F;50;0;1;669;26528;3230
Nordjylland;2020-09-26;F;15;0;1;669;26543;3231
Sjælland;2020-09-26;F;29;0;2;669;26572;3233
Syddanmark;2020-09-26;F;18;0;1;669;26590;3234
Hovedstaden;2020-09-26;M;94;0;2;669;26684;3236
Midtjylland;2020-09-26;M;42;0;1;669;26726;3237
Nordjylland;2020-09-26;M;17;0;0;669;26743;3237
Sjælland;2020-09-26;M;24;0;2;669;26767;3239
Syddanmark;2020-09-26;M;20;0;0;669;26787;3239
Hovedstaden;2020-09-27;F;102;0;2;669;26889;3241
Midtjylland;2020-09-27;F;47;0;1;669;26936;3242
Nordjylland;2020-09-27;F;9;0;1;669;26945;3243
Sjælland;2020-09-27;F;23;0;0;669;26968;3243
Syddanmark;2020-09-27;F;14;0;0;669;26982;3243
Hovedstaden;2020-09-27;M;80;0;4;669;27062;3247
Midtjylland;2020-09-27;M;32;0;3;669;27094;3250
Nordjylland;2020-09-27;M;13;1;2;670;27107;3252
Sjælland;2020-09-27;M;16;0;0;670;27123;3252
Syddanmark;2020-09-27;M;21;0;0;670;27144;3252
Hovedstaden;2020-09-28;F;118;0;5;670;27262;3257
Midtjylland;2020-09-28;F;52;0;1;670;27314;3258
Nordjylland;2020-09-28;F;15;0;0;670;27329;3258
Sjælland;2020-09-28;F;28;0;0;670;27357;3258
Syddanmark;2020-09-28;F;33;0;2;670;27390;3260
Hovedstaden;2020-09-28;M;94;1;3;671;27484;3263
Midtjylland;2020-09-28;M;57;0;3;671;27541;3266
Nordjylland;2020-09-28;M;25;0;0;671;27566;3266
Sjælland;2020-09-28;M;34;0;1;671;27600;3267
Syddanmark;2020-09-28;M;26;0;2;671;27626;3269
Hovedstaden;2020-09-29;F;100;0;4;671;27726;3273
Midtjylland;2020-09-29;F;56;0;4;671;27782;3277
Nordjylland;2020-09-29;F;17;0;0;671;27799;3277
Sjælland;2020-09-29;F;28;0;0;671;27827;3277
Syddanmark;2020-09-29;F;27;1;1;672;27854;3278
Hovedstaden;2020-09-29;M;90;0;3;672;27944;3281
Midtjylland;2020-09-29;M;51;1;2;673;27995;3283
Nordjylland;2020-09-29;M;27;0;2;673;28022;3285
Sjælland;2020-09-29;M;24;0;1;673;28046;3286
Syddanmark;2020-09-29;M;29;0;1;673;28075;3287
Hovedstaden;2020-09-30;F;97;0;3;673;28172;3290
Midtjylland;2020-09-30;F;46;0;0;673;28218;3290
Nordjylland;2020-09-30;F;13;0;1;673;28231;3291
Sjælland;2020-09-30;F;28;0;3;673;28259;3294
Syddanmark;2020-09-30;F;20;0;1;673;28279;3295
Hovedstaden;2020-09-30;M;78;0;3;673;28357;3298
Midtjylland;2020-09-30;M;49;0;1;673;28406;3299
Nordjylland;2020-09-30;M;26;0;0;673;28432;3299
Sjælland;2020-09-30;M;31;0;0;673;28463;3299
Syddanmark;2020-09-30;M;46;0;1;673;28509;3300
Hovedstaden;2020-10-01;F;90;0;3;673;28599;3303
Midtjylland;2020-10-01;F;54;0;1;673;28653;3304
Nordjylland;2020-10-01;F;20;2;2;675;28673;3306
Sjælland;2020-10-01;F;30;0;0;675;28703;3306
Syddanmark;2020-10-01;F;25;1;0;676;28728;3306
Hovedstaden;2020-10-01;M;74;0;3;676;28802;3309
Midtjylland;2020-10-01;M;54;1;3;677;28856;3312
Nordjylland;2020-10-01;M;21;1;2;678;28877;3314
Sjælland;2020-10-01;M;26;0;0;678;28903;3314
Syddanmark;2020-10-01;M;33;0;2;678;28936;3316
Hovedstaden;2020-10-02;F;74;0;3;678;29010;3319
Midtjylland;2020-10-02;F;39;0;2;678;29049;3321
Nordjylland;2020-10-02;F;19;0;1;678;29068;3322
Sjælland;2020-10-02;F;21;0;0;678;29089;3322
Syddanmark;2020-10-02;F;20;0;0;678;29109;3322
Hovedstaden;2020-10-02;M;67;0;3;678;29176;3325
Midtjylland;2020-10-02;M;62;1;3;679;29238;3328
Nordjylland;2020-10-02;M;17;0;1;679;29255;3329
Sjælland;2020-10-02;M;20;0;1;679;29275;3330
Syddanmark;2020-10-02;M;27;0;0;679;29302;3330
Hovedstaden;2020-10-03;F;79;0;3;679;29381;3333
Midtjylland;2020-10-03;F;27;0;1;679;29408;3334
Nordjylland;2020-10-03;F;12;0;0;679;29420;3334
Sjælland;2020-10-03;F;17;0;0;679;29437;3334
Syddanmark;2020-10-03;F;29;0;0;679;29466;3334
Hovedstaden;2020-10-03;M;67;0;0;679;29533;3334
Midtjylland;2020-10-03;M;43;0;3;679;29576;3337
Nordjylland;2020-10-03;M;19;0;0;679;29595;3337
Sjælland;2020-10-03;M;15;0;0;679;29610;3337
Syddanmark;2020-10-03;M;30;0;0;679;29640;3337
Hovedstaden;2020-10-04;F;63;0;6;679;29703;3343
Midtjylland;2020-10-04;F;29;0;1;679;29732;3344
Nordjylland;2020-10-04;F;11;0;0;679;29743;3344
Sjælland;2020-10-04;F;13;0;0;679;29756;3344
Syddanmark;2020-10-04;F;21;1;0;680;29777;3344
Hovedstaden;2020-10-04;M;83;0;3;680;29860;3347
Midtjylland;2020-10-04;M;29;0;2;680;29889;3349
Nordjylland;2020-10-04;M;19;0;1;680;29908;3350
Sjælland;2020-10-04;M;17;0;2;680;29925;3352
Syddanmark;2020-10-04;M;21;0;2;680;29946;3354
Hovedstaden;2020-10-05;F;89;1;5;681;30035;3359
Midtjylland;2020-10-05;F;55;0;4;681;30090;3363
Nordjylland;2020-10-05;F;19;0;0;681;30109;3363
Sjælland;2020-10-05;F;23;0;0;681;30132;3363
Syddanmark;2020-10-05;F;33;0;0;681;30165;3363
Hovedstaden;2020-10-05;M;72;2;8;683;30237;3371
Midtjylland;2020-10-05;M;50;0;3;683;30287;3374
Nordjylland;2020-10-05;M;41;0;1;683;30328;3375
Sjælland;2020-10-05;M;17;0;2;683;30345;3377
Syddanmark;2020-10-05;M;28;0;0;683;30373;3377
Hovedstaden;2020-10-06;F;91;1;2;684;30464;3379
Midtjylland;2020-10-06;F;35;0;1;684;30499;3380
Nordjylland;2020-10-06;F;15;0;1;684;30514;3381
Sjælland;2020-10-06;F;19;0;0;684;30533;3381
Syddanmark;2020-10-06;F;23;0;1;684;30556;3382
Hovedstaden;2020-10-06;M;103;0;3;684;30659;3385
Midtjylland;2020-10-06;M;73;0;3;684;30732;3388
Nordjylland;2020-10-06;M;16;0;1;684;30748;3389
Sjælland;2020-10-06;M;21;0;1;684;30769;3390
Syddanmark;2020-10-06;M;30;0;1;684;30799;3391
Hovedstaden;2020-10-07;F;80;3;7;687;30879;3398
Midtjylland;2020-10-07;F;47;0;2;687;30926;3400
Nordjylland;2020-10-07;F;24;0;1;687;30950;3401
Sjælland;2020-10-07;F;18;0;0;687;30968;3401
Syddanmark;2020-10-07;F;32;1;1;688;31000;3402
Hovedstaden;2020-10-07;M;78;1;5;689;31078;3407
Midtjylland;2020-10-07;M;105;0;4;689;31183;3411
Nordjylland;2020-10-07;M;25;0;0;689;31208;3411
Sjælland;2020-10-07;M;19;0;1;689;31227;3412
Syddanmark;2020-10-07;M;24;2;1;691;31251;3413
Hovedstaden;2020-10-08;F;72;0;1;691;31323;3414
Midtjylland;2020-10-08;F;67;0;2;691;31390;3416
Nordjylland;2020-10-08;F;20;0;0;691;31410;3416
Sjælland;2020-10-08;F;15;1;2;692;31425;3418
Syddanmark;2020-10-08;F;27;0;0;692;31452;3418
Hovedstaden;2020-10-08;M;80;0;3;692;31532;3421
Midtjylland;2020-10-08;M;69;0;3;692;31601;3424
Nordjylland;2020-10-08;M;30;0;2;692;31631;3426
Sjælland;2020-10-08;M;13;0;0;692;31644;3426
Syddanmark;2020-10-08;M;28;0;1;692;31672;3427
Hovedstaden;2020-10-09;F;72;1;4;693;31744;3431
Midtjylland;2020-10-09;F;55;0;4;693;31799;3435
Nordjylland;2020-10-09;F;22;0;0;693;31821;3435
Sjælland;2020-10-09;F;16;0;0;693;31837;3435
Syddanmark;2020-10-09;F;34;0;1;693;31871;3436
Hovedstaden;2020-10-09;M;79;0;3;693;31950;3439
Midtjylland;2020-10-09;M;61;0;2;693;32011;3441
Nordjylland;2020-10-09;M;21;0;0;693;32032;3441
Sjælland;2020-10-09;M;14;0;1;693;32046;3442
